,Age,City,Current Status,Do you own multiple profiles on Instagram?,Gender,Highest Education,Location (City Airport Code),Phone OS,State,Zone,Latitude,Longitude,Total Facebook Usage,Total Instagram Usage,Total Social Media Usage,Total Week Usage,Total Weekend Usage,Total WhatsApp Usage,Followers,No of posts on Insta,Facebook Time Spent(Last Week),Instagram Time Spent(Last Week),WhatsApp Time Spent(Last Week),WhatsApp Time Spent(Last Weekend),Instagram Time Spent(Last Weekend),Facebook Time Spent(Last Weekend)
1011,26,Hyderabad,Sabbatical,No,Female,Graduation,HYD,Android,Telangana,Southern,17.384052,78.456355,0,800,880,660,220,80,232,25,0,600,60,20,200,0
1012,45,Hyderabad,Sabbatical,No,Female,Graduation,Hyd,Android,Telangana,Southern,17.384052,78.456355,0,0,540,420,120,540,0,0,0,0,420,120,0,0
1013,43,Ahmedabad,Sabbatical,No,Female,Graduation,AMD,Android,Gujarat,Western,23.025793,72.587265,0,0,840,600,240,840,0,0,0,0,600,240,0,0
1015,26,Surat,Sabbatical,No,Female,Graduation,STV,Android,Gujarat,Western,21.195944,72.830232,23,660,0,0,979,0,395,24,14,430,0,740,230,9
1016,47,Surat,Sabbatical,No,Female,Graduation,STV,Android,Gujarat,Western,21.195944,72.830232,35,269,0,0,407,0,122,43,30,179,0,312,90,5
1017,48,Nagpur,Sabbatical,No,Female,Graduation,NAG,Android,MAHARASHTRA,Western,21.1458004,79.0881546,0,355,645,480,165,290,120,0,0,280,200,90,75,0
1019,20,Mumbai,Sabbatical,No,Female,Graduation,BOM,Android,Maharashtra,Western,18.987807,72.836447,0,684,0,0,332,756,0,154,0,534,574,182,150,0
1020,23,Mumbai,Sabbatical,No,Female,Graduation,BOM,Android,Maharashtra,Western,18.987807,72.836447,0,140,578,430,148,438,200,8,0,100,330,108,40,0
1021,23,Mumbai,Sabbatical,No,Female,Graduation,BOM,Android,Maharashtra,Western,18.987807,72.836447,900,0,0,0,920,0,729,71,900,0,0,650,270,0
1022,67,Mumbai,Sabbatical,No,Female,Graduation,BOM,Android,Maharashtra,Western,18.987807,72.836447,30,0,110,80,30,80,0,0,30,0,50,30,0,0
1026,21,Indore,Student,No,Female,Graduation,IDR,Android,Madhya Pradesh,Central,22.717736,75.85859,0,0,0,0,432,0,0,0,0,0,0,432,0,0
1027,21,Indore,Student,No,Female,Graduation,IDR,Android,Madhya Pradesh,Central,22.717736,75.85859,0,240,660,450,210,420,527,44,0,150,300,120,90,0
1028,22,Indore,Student,No,Female,Graduation,IDR,Android,Madhya Pradesh,Central,22.717736,75.85859,0,660,0,0,300,0,410,100,0,540,827,180,120,0
1029,22,Ranchi,Student,No,Female,Graduation,IXR,Android,Jharkhand,Eastern,23.347768,85.338564,216,900,0,0,466,860,254,23,140,700,670,190,200,76
1030,23,Bhubaneshwar,Student,No,Female,Graduation,BBI,Android,Odisha,Eastern,20.272411,85.833853,0,73,269,122,147,196,478,219,0,27,95,101,46,0
1031,19,Kolkata,Student,No,Female,Graduation,CCU,Android,West Bengal,Eastern,22.562627,88.363044,0,255,755,600,155,500,200,10,0,200,400,100,55,0
1032,20,Kolkata,Student,No,Female,Graduation,CCU,Android,West Bengal,Eastern,22.562627,88.363044,10,0,0,0,759,0,395,99,10,783,969,302,457,0
1033,22,Kolkata,Student,No,Female,Graduation,CCU,Android,West Bengal,Eastern,22.562627,88.363044,0,0,0,0,0,0,175,1,0,500,600,650,600,0
1034,23,Kolkata,Student,No,Female,Graduation,CCU,Android,West Bengal,Eastern,22.562627,88.363044,0,900,0,0,0,0,186,10,0,450,800,700,450,0
1035,23,Kolkata,Student,No,Female,Graduation,ccu,Android,West Bengal,Eastern,22.562627,88.363044,17,310,0,0,242,0,253,105,15,250,840,180,60,2
1036,25,Kolkata,Student,No,Female,Graduation,CCU,Android,West Bengal,Eastern,22.562627,88.363044,0,420,0,0,0,0,295,6,0,180,0,0,240,0
1037,21,Chandigarh,Student,No,Female,Graduation,IXC,Android,Chandigarh,Northern,30.736292,76.788398,2,720,0,0,578,0,987,32,2,483,934,341,237,0
1038,21,Delhi,Student,No,Female,Graduation,DEL,Android,Delhi,Northern,28.651952,77.231495,0,810,0,0,360,810,208,136,0,630,630,180,180,0
1039,21,Delhi,Student,No,Female,Graduation,DEL,Android,Delhi,Northern,28.651952,77.231495,0,315,0,0,490,0,471,172,0,245,0,420,70,0
1040,21,Delhi,Student,No,Female,Graduation,DEL,Android,Delhi,Northern,28.651952,77.231495,5,350,775,625,150,420,238,25,5,290,330,90,60,0
1041,21,Delhi,Student,No,Female,Graduation,DEL,Android,Delhi,Northern,28.651952,77.231495,7,22,47,27,20,18,252,75,5,12,10,8,10,2
1042,22,Delhi,Student,No,Female,Graduation,DEL,Android,Delhi,Northern,28.651952,77.231495,5,200,0,0,0,0,334,31,5,140,0,0,60,0
1043,22,Delhi,Student,No,Female,Graduation,DEL,Android,Delhi,Northern,28.651952,77.231495,67,501,0,0,644,0,390,191,54,346,0,476,155,13
1044,23,Delhi,Student,No,Female,Graduation,DEL,Android,Delhi,Northern,28.651952,77.231495,0,300,780,600,180,480,150,10,0,240,360,120,60,0
1045,23,Delhi,Student,No,Female,Graduation,DEL,Android,Delhi,Northern,28.651952,77.231495,0,190,0,0,0,0,443,53,0,100,0,0,90,0
1046,23,Delhi,Student,No,Female,Graduation,DEL,Android,Delhi,Northern,28.651952,77.231495,0,180,0,0,520,0,425,105,0,140,0,480,40,0
1047,24,Delhi,Student,No,Female,Graduation,DEL,Android,Delhi,Northern,28.651952,77.231495,0,300,0,810,300,810,0,0,0,0,810,0,300,0
1048,32,Delhi,Student,No,Female,Graduation,DEL,Android,Delhi,Northern,28.651952,77.231495,210,450,0,0,160,900,376,12,200,400,800,100,50,10
1049,21,Jaipur,Student,No,Female,Graduation,JAI,Android,Rajasthan,Northern,26.913312,75.787872,5,400,855,705,150,450,238,25,5,340,360,90,60,0
1050,18,Udaipur,Student,No,Female,Graduation,UDR,Android,Rajasthan,Northern,24.57951,73.690508,12,159,0,0,320,0,987,96,12,63,0,224,96,0
1051,22,Udaipur,Student,No,Female,Graduation,UDR,Android,Rajasthan,Northern,24.57951,73.690508,25,120,185,95,90,40,185,0,15,60,20,20,60,10
1052,20,Lucknow,Student,No,Female,Graduation,LKO,Android,Uttar Pradesh,Northern,26.839281,80.923133,20,0,620,440,180,600,600,12,20,0,420,180,0,0
1053,22,DehraDun,Student,No,Female,Graduation,DED,Android,Uttarakhand,Northern,30.324427,78.033922,0,0,0,0,0,0,459,12,0,0,0,0,0,0
1054,22,DehraDun,Student,No,Female,Graduation,DED,Android,Uttarakhand,Northern,30.324427,78.033922,251,810,0,0,386,694,371,82,175,654,540,154,156,76
1056,23,Chennai,Student,No,Female,Graduation,MAA,Android,Tamil Nadu,Southern,13.084622,80.248357,0,540,0,0,535,0,825,92,0,300,0,295,240,0
1057,19,Hyderabad,Student,No,Female,Graduation,Hyd,Android,Telangana,Southern,17.384052,78.456355,420,0,0,0,360,0,116,2,420,840,840,180,180,0
1058,20,Ahmedabad,Student,No,Female,Graduation,AMD,Android,Gujarat,Western,23.025793,72.587265,0,0,750,600,150,750,0,0,0,0,600,150,0,0
1059,21,Ahmedabad,Student,No,Female,Graduation,AMD,Android,Gujarat,Western,23.025793,72.587265,0,0,0,0,600,0,397,38,0,0,900,250,350,0
1060,22,Ahmedabad,Student,No,Female,Graduation,AMD,Android,Gujarat,Western,23.025793,72.587265,25,0,0,0,785,0,900,30,20,920,840,300,480,5
1061,20,Mumbai,Student,No,Female,Graduation,BOM,Android,Maharashtra,Western,18.987807,72.836447,0,769,0,0,509,932,0,150,0,516,676,256,253,0
1062,21,Mumbai,Student,No,Female,Graduation,BOM,Android,Maharashtra,Western,18.987807,72.836447,0,720,0,972,818,0,317,38,0,340,632,438,380,0
1063,21,Mumbai,Student,No,Female,Graduation,BOM,Android,Maharashtra,Western,18.987807,72.836447,0,150,0,0,378,0,612,61,0,112,946,340,38,0
1064,21,Mumbai,Student,No,Female,Graduation,BOM,Android,Maharashtra,Western,18.987807,72.836447,120,0,0,0,180,0,50,1,120,0,0,120,60,0
1065,22,Mumbai,Student,No,Female,Graduation,BOM,Android,Maharashtra,Western,18.987807,72.836447,0,179,535,253,282,356,515,68,0,86,167,189,93,0
1066,24,Mumbai,Student,No,Female,Graduation,BOM,Android,Maharashtra,Western,18.987807,72.836447,0,106,273,124,149,167,296,70,0,52,72,95,54,0
1067,24,Mumbai,Student,No,Female,Graduation,BOM,Android,Maharashtra,Western,18.987807,72.836447,52,0,0,0,845,788,845,96,52,963,532,256,589,0
1068,22,Indore,Working professional,No,Female,Graduation,IDR,Android,Madhya Pradesh,Central,22.717736,75.85859,0,420,780,300,480,360,679,57,0,180,120,240,240,0
1069,38,Indore,Working professional,No,Female,Graduation,IDR,Android,Madhya Pradesh,Central,22.717736,75.85859,0,0,418,418,0,418,0,0,0,0,418,0,0,0
1070,21,Kolkata,Working professional,No,Female,Graduation,CCU,Android,West Bengal,Eastern,22.562627,88.363044,30,0,0,0,560,455,440,0,30,750,375,80,480,0
1071,24,Kolkata,Working professional,No,Female,Graduation,CCU,Android,West Bengal,Eastern,22.562627,88.363044,0,17,47,30,17,30,308,244,0,10,20,10,7,0
1072,25,Kolkata,Working professional,No,Female,Graduation,CCU,Android,West Bengal,Eastern,22.562627,88.363044,2,18,51,35,16,31,444,200,2,11,22,9,7,0
1073,22,Delhi,Working professional,No,Female,Graduation,DEL,Android,Delhi,Northern,28.651952,77.231495,5,340,645,445,200,300,291,45,5,230,210,90,110,0
1074,23,Delhi,Working professional,No,Female,Graduation,DEL,Android,Delhi,Northern,28.651952,77.231495,40,387,0,939,380,892,238,31,28,294,617,275,93,12
1075,24,Delhi,Working professional,No,Female,Graduation,DEL,Android,Delhi,Northern,28.651952,77.231495,0,934,0,0,243,509,557,130,0,800,400,109,134,0
1076,24,Delhi,Working professional,No,Female,Graduation,DEL,Android,Delhi,Northern,28.651952,77.231495,0,175,377,377,0,202,543,200,0,175,202,0,0,0
1077,24,Delhi,Working professional,No,Female,Graduation,DEL,Android,Delhi,Northern,28.651952,77.231495,90,550,0,740,450,550,469,28,90,300,350,200,250,0
1078,26,Delhi,Working professional,No,Female,Graduation,DEL,Android,Delhi,Northern,28.651952,77.231495,0,0,340,260,80,340,600,40,0,0,260,80,0,0
1079,26,Delhi,Working professional,No,Female,Graduation,DEL,Android,Delhi,Northern,28.651952,77.231495,0,590,0,797,310,517,276,300,0,421,376,141,169,0
1080,28,Delhi,Working professional,No,Female,Graduation,DEL,Android,Delhi,Northern,28.651952,77.231495,130,630,0,910,450,600,823,181,120,430,360,240,200,10
1081,35,Delhi,Working professional,No,Female,Graduation,DEL,Android,Delhi,Northern,28.651952,77.231495,0,0,94,78,16,94,0,0,0,0,78,16,0,0
1084,21,Bengaluru,Working professional,No,Female,Graduation,BLR,Android,Karnataka,Southern,12.977063,77.587106,0,630,0,0,870,0,247,34,0,480,0,720,150,0
1085,24,Bengaluru,Working professional,No,Female,Graduation,BLR,Android,Karnataka,Southern,12.977063,77.587106,0,237,501,413,88,264,211,11,0,196,217,47,41,0
1086,24,Bengaluru,Working professional,No,Female,Graduation,BLR,Android,Karnataka,Southern,12.977063,77.587106,10,0,0,0,630,570,211,78,10,0,330,240,390,0
1087,24,Bengaluru,Working professional,No,Female,Graduation,BLR,Android,Karnataka,Southern,12.977063,77.587106,75,244,0,0,785,0,861,420,75,161,0,702,83,0
1088,25,Bengaluru,Working professional,No,Female,Graduation,BLR,Android,Karnataka,Southern,12.977063,77.587106,15,925,0,0,0,0,91,16,10,425,625,700,500,5
1089,22,Chennai,Working professional,No,Female,Graduation,MAA,Android,Tamil Nadu,Southern,13.084622,80.248357,0,901,0,0,394,828,821,77,0,740,595,233,161,0
1090,22,Hyderabad,Working professional,No,Female,Graduation,HYD,Android,Telangana,Southern,17.384052,78.456355,0,600,0,0,480,0,548,116,0,420,840,300,180,0
1091,27,Hyderabad,Working professional,No,Female,Graduation,HYD,Android,Telangana,Southern,17.384052,78.456355,0,629,0,888,640,899,457,39,0,345,543,356,284,0
1092,21,Ahmedabad,Working professional,No,Female,Graduation,AMD,Android,Gujarat,Western,23.025793,72.587265,0,360,880,640,240,520,200,7,0,240,400,120,120,0
1093,22,Baroda,Working professional,No,Female,Graduation,BDQ,Android,Gujarat,Western,22.3072,73.1812,0,247,450,332,118,203,13,434,0,178,154,49,69,0
1095,24,Mumbai,Working professional,No,Female,Graduation,BOM,Android,Maharashtra,Western,18.987807,72.836447,20,700,0,410,610,300,560,70,10,200,200,100,500,10
1096,25,Mumbai,Working professional,No,Female,Graduation,BOM,Android,Maharashtra,Western,18.987807,72.836447,0,10,370,250,120,360,118,7,0,0,250,110,10,0
1097,25,Mumbai,Working professional,No,Female,Graduation,BOM,Android,Maharashtra,Western,18.987807,72.836447,0,180,840,180,660,660,226,200,0,60,120,540,120,0
1098,25,Mumbai,Working professional,No,Female,Graduation,BOM,Android,Maharashtra,Western,18.987807,72.836447,0,180,840,180,660,660,226,200,0,60,120,540,120,0
1099,38,Mumbai,Working professional,No,Female,Graduation,BOM,Android,Maharashtra,Western,18.987807,72.836447,0,97,0,876,319,0,96,64,0,32,844,254,65,0
1100,47,Mumbai,Working professional,No,Female,Graduation,BOM,Android,Maharashtra,Western,18.987807,72.836447,45,74,800,654,146,681,130,7,35,54,565,116,20,10
1101,23,Pune,Working professional,No,Female,Graduation,PNQ,Android,Maharashtra,Western,18.513271,73.849852,0,221,399,185,214,178,368,172,0,98,87,91,123,0
1102,25,Pune,Working professional,No,Female,Graduation,PNQ,Android,Maharashtra,Western,18.513271,73.849852,0,240,580,510,70,340,480,113,0,210,300,40,30,0
1103,25,Pune,Working professional,No,Female,Graduation,PNQ,Android,Maharashtra,Western,18.513271,73.849852,60,744,946,872,74,142,322,78,60,684,128,14,60,0
1104,45,Pune,Working professional,No,Female,Graduation,PNQ,Android,Maharashtra,Western,18.513271,73.849852,0,0,0,800,300,0,0,0,0,0,800,300,0,0
1105,22,Kolkata,Sabbatical,Yes,Female,Graduation,CCU,Android,West Bengal,Eastern,22.562627,88.363044,110,750,0,0,360,600,450,35,100,500,500,100,250,10
1106,23,Delhi,Sabbatical,Yes,Female,Graduation,DEL,Android,Delhi,Northern,28.651952,77.231495,0,0,0,0,877,0,264,147,0,652,752,421,456,0
1107,23,Bengaluru,Sabbatical,Yes,Female,Graduation,BLR,Android,Karnataka,Southern,12.977063,77.587106,135,0,0,0,709,563,945,123,135,0,398,165,544,0
1108,26,Mumbai,Sabbatical,Yes,Female,Graduation,BOM,Android,Maharashtra,Western,18.987807,72.836447,3,7,33,20,13,23,0,87,2,3,15,8,4,1
1109,21,Ranchi,Student,Yes,Female,Graduation,IXR,Android,Jharkhand,Eastern,23.347768,85.338564,70,0,0,0,460,900,0,120,60,840,700,200,250,10
1110,23,Bhubaneshwar,Student,Yes,Female,Graduation,BBI,Android,Odisha,Eastern,20.272411,85.833853,0,114,237,110,127,123,0,279,0,60,50,73,54,0
1111,22,Kolkata,Student,Yes,Female,Graduation,CCU,Android,West Bengal,Eastern,22.562627,88.363044,0,0,0,0,971,0,737,366,0,742,0,475,496,0
1112,22,Delhi,Student,Yes,Female,Graduation,DEL,Android,Delhi,Northern,28.651952,77.231495,0,560,0,0,532,0,738,276,0,377,808,349,183,0
1113,23,Delhi,Student,Yes,Female,Graduation,DEL,Android,Delhi,Northern,28.651952,77.231495,200,0,0,0,0,0,0,0,200,0,780,600,0,0
1116,21,Ahmedabad,Student,Yes,Female,Graduation,AMD,Android,Gujarat,Western,23.025793,72.587265,0,0,0,0,0,800,750,27,0,840,400,400,840,0
1117,21,Ahmedabad,Student,Yes,Female,Graduation,AMD,Android,Gujarat,Western,23.025793,72.587265,0,0,0,0,0,0,0,152,0,0,0,600,960,0
1118,23,Nagpur,Student,Yes,Female,Graduation,NAG,Android,MAHARASHTRA,Western,21.1458004,79.0881546,0,420,0,0,570,0,515,30,0,170,880,320,250,0
1119,19,Mumbai,Student,Yes,Female,Graduation,BOM,Android,Maharashtra,Western,18.987807,72.836447,0,0,0,0,760,0,0,37,0,0,900,360,400,0
1120,20,Mumbai,Student,Yes,Female,Graduation,BOM,Android,Maharashtra,Western,18.987807,72.836447,0,700,0,0,714,0,0,74,0,423,0,437,277,0
1121,21,Mumbai,Student,Yes,Female,Graduation,BOM,Android,Maharashtra,Western,18.987807,72.836447,12,540,0,670,362,480,208,8,10,360,300,180,180,2
1122,25,Mumbai,Student,Yes,Female,Graduation,BOM,Android,Maharashtra,Western,18.987807,72.836447,0,524,0,0,368,890,0,317,0,437,609,281,87,0
1123,22,Indore,Working professional,Yes,Female,Graduation,IDR,Android,Madhya Pradesh,Central,22.717736,75.85859,0,0,0,0,0,0,450,58,0,500,600,0,700,0
1124,23,Bhubaneshwar,Working professional,Yes,Female,Graduation,BBI,Android,Odisha,Eastern,20.272411,85.833853,0,588,822,399,423,234,0,888,0,267,132,102,321,0
1125,25,Kolkata,Working professional,Yes,Female,Graduation,CCU,Android,West Bengal,Eastern,22.562627,88.363044,45,540,0,0,730,0,554,380,35,420,0,600,120,10
1126,23,Delhi,Working professional,Yes,Female,Graduation,DEL,Android,Delhi,Northern,28.651952,77.231495,0,0,0,0,745,0,340,109,0,923,880,550,195,0
1127,23,Delhi,Working professional,Yes,Female,Graduation,DEL,Android,Delhi,Northern,28.651952,77.231495,15,581,0,0,531,0,818,217,13,414,929,362,167,2
1128,24,Vishakhapatnam,Working professional,Yes,Female,Graduation,VTZ,Android,Andhra Pradesh,Southern,17.704052,83.297663,35,0,0,0,800,850,487,28,25,0,600,250,540,10
1129,25,Vishakhapatnam,Working professional,Yes,Female,Graduation,VTZ,Android,Andhra Pradesh,Southern,17.704052,83.297663,60,0,0,0,0,0,745,135,50,0,0,500,500,10
1130,24,Bengaluru,Working professional,Yes,Female,Graduation,BLR,Android,Karnataka,Southern,12.977063,77.587106,0,460,838,700,138,378,800,80,0,400,300,78,60,0
1131,23,Kolkata,Sabbatical,No,Female,Graduation,CCU,iOs,West Bengal,Eastern,22.562627,88.363044,0,753,0,0,495,799,657,85,0,487,570,229,266,0
1132,23,Mumbai,Sabbatical,No,Female,Graduation,BOM,iOs,Maharashtra,Western,18.987807,72.836447,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1133,24,Ranchi,Student,No,Female,Graduation,IXR,iOs,Jharkhand,Eastern,23.347768,85.338564,0,0,0,0,720,0,0,477,0,800,0,420,300,0
1134,18,Kolkata,Student,No,Female,Graduation,CCU,iOs,West Bengal,Eastern,22.562627,88.363044,13,905,0,0,415,667,372,74,13,714,443,224,191,0
1135,20,Kolkata,Student,No,Female,Graduation,CCU,iOs,West Bengal,Eastern,22.562627,88.363044,0,600,0,700,300,400,700,28,0,400,300,100,200,0
1136,24,Kolkata,Student,No,Female,Graduation,CCU,iOs,West Bengal,Eastern,22.562627,88.363044,60,150,0,0,510,0,120,6,60,120,0,480,30,0
1137,22,Chandigarh,Student,No,Female,Graduation,IXC,iOs,Chandigarh,Northern,30.736292,76.788398,25,502,0,0,581,0,421,16,25,400,950,479,102,0
1138,25,Delhi,Student,No,Female,Graduation,DEL,iOs,Delhi,Northern,28.651952,77.231495,5,0,0,0,400,250,690,458,5,0,150,100,300,0
1139,25,Delhi,Student,No,Female,Graduation,DEL,iOs,Delhi,Northern,28.651952,77.231495,30,158,726,496,230,538,655,901,30,78,388,150,80,0
1140,23,Lucknow,Student,No,Female,Graduation,LKO,iOs,Uttar Pradesh,Northern,26.839281,80.923133,0,525,0,0,354,996,491,48,0,410,757,239,115,0
1141,25,Ahmedabad,Student,No,Female,Graduation,AMD,iOs,Gujarat,Western,23.025793,72.587265,30,20,650,330,320,600,86,0,20,10,300,300,10,10
1142,21,Mumbai,Student,No,Female,Graduation,BOM,iOs,Maharashtra,Western,18.987807,72.836447,0,828,0,0,620,0,945,114,0,520,723,312,308,0
1143,21,Mumbai,Student,No,Female,Graduation,BOM,iOs,Maharashtra,Western,18.987807,72.836447,53,0,0,0,552,644,890,27,53,657,459,185,367,0
1144,21,Mumbai,Student,No,Female,Graduation,BOM,iOs,Maharashtra,Western,18.987807,72.836447,40,205,719,601,118,474,398,23,28,167,406,68,38,12
1145,22,Mumbai,Student,No,Female,Graduation,BOM,iOs,Maharashtra,Western,18.987807,72.836447,78,0,0,0,548,356,412,49,78,0,281,75,473,0
1146,23,Pune,Student,No,Female,Graduation,PNQ,iOs,Maharashtra,Western,18.513271,73.849852,0,856,0,0,568,812,478,259,0,400,700,112,456,0
1147,23,Kolkata,Working professional,No,Female,Graduation,CCU,iOs,West Bengal,Eastern,22.562627,88.363044,37,52,318,245,73,229,364,43,33,41,171,58,11,4
1148,27,Kolkata,Working professional,No,Female,Graduation,CCU,iOs,West Bengal,Eastern,22.562627,88.363044,0,395,0,0,531,0,325,25,0,289,896,425,106,0
1149,26,Chandigarh,Working professional,No,Female,Graduation,IXC,iOs,Chandigarh,Northern,30.736292,76.788398,15,0,0,0,380,580,0,512,15,0,502,78,302,0
1150,23,Delhi,Working professional,No,Female,Graduation,DEL,iOs,Delhi,Northern,28.651952,77.231495,0,536,0,776,289,529,560,70,0,407,369,160,129,0
1151,23,Delhi,Working professional,No,Female,Graduation,DEL,iOs,Delhi,Northern,28.651952,77.231495,0,0,0,0,420,420,0,226,0,960,300,120,300,0
1152,23,Delhi,Working professional,No,Female,Graduation,DEL,iOs,Delhi,Northern,28.651952,77.231495,24,372,909,765,144,513,130,7,18,345,402,111,27,6
1153,24,Delhi,Working professional,No,Female,Graduation,DEL,iOs,Delhi,Northern,28.651952,77.231495,0,0,0,0,430,540,0,847,0,0,500,40,390,0
1154,24,Delhi,Working professional,No,Female,Graduation,DEL,iOs,Delhi,Northern,28.651952,77.231495,30,170,0,0,682,0,450,35,18,170,900,670,0,12
1156,22,DehraDun,Working professional,No,Female,Graduation,DED,iOs,Uttarakhand,Northern,30.324427,78.033922,210,0,0,0,700,750,0,250,200,0,600,150,540,10
1158,25,Hyderabad,Working professional,No,Female,Graduation,HYD,iOs,Telangana,Southern,17.384052,78.456355,0,480,645,540,105,165,0,130,0,420,120,45,60,0
1159,39,Hyderabad,Working professional,No,Female,Graduation,HYD,iOs,Telangana,Southern,17.384052,78.456355,0,573,0,899,345,671,410,58,0,404,495,176,169,0
1160,40,Surat,Working professional,No,Female,Graduation,STV,iOs,Gujarat,Western,21.195944,72.830232,25,400,905,565,340,480,900,0,15,250,300,180,150,10
1161,22,Mumbai,Working professional,No,Female,Graduation,BOM,iOs,Maharashtra,Western,18.987807,72.836447,0,191,315,156,159,124,0,426,0,91,65,59,100,0
1162,23,Mumbai,Working professional,No,Female,Graduation,BOM,iOs,Maharashtra,Western,18.987807,72.836447,0,191,481,265,216,290,0,0,0,126,139,151,65,0
